Frac,N,Accuracy,AUC,F1
0.01,7401,0.8305427345346059,0.9149411314460533,0.809391223996012
0.02,14802,0.8426437365559435,0.9248117255689329,0.8222451508916743
0.05,37005,0.8523396711813475,0.9328711414700528,0.8345916100088998
0.1,74010,0.8594683990358112,0.9391259624524484,0.8417676841439073
0.2,148020,0.8626355214942765,0.9417644192944986,0.8456305726294308
0.4,296040,0.8652135375568839,0.9437568679175242,0.8480598524403394
0.6,444061,0.8667160290986131,0.94484262027105,0.8498596677077436
0.8,592081,0.8671862332861328,0.9452649173722132,0.8504994707192135
1.0,740102,0.8678942418903289,0.9456299999992448,0.851282862514374
